CNA-SMN-CG-GMC-SMAA-CLIMATOLOGIA
BASE DE DATOS CLIMATOLOGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A JULIO 2022

ESTACION  : 30005
NOMBRE    : AGUA DULCE
ESTADO    : VERACRUZ
MUNICIPIO : AGUA DULCE
SITUACION : SUSPENDIDA
ORGANISMO : CONAGUA-DGE
CVE-OMM   : Nulo
LATITUD   : 018.142°
LONGITUD  : -94.144°
ALTITUD   : 19 msnm

EMISIÓN   : 01/07/2022

            PRECIP  EVAP   TMAX   TMIN   
07/08/1968  6.8     Nulo   Nulo   Nulo   
08/08/1968  18.2    Nulo   Nulo   Nulo   
09/08/1968  8       Nulo   Nulo   Nulo   
10/08/1968  0       Nulo   Nulo   Nulo   
11/08/1968  2.5     Nulo   Nulo   Nulo   
12/08/1968  5.4     Nulo   Nulo   Nulo   
13/08/1968  32.5    Nulo   Nulo   Nulo   
14/08/1968  0.3     Nulo   Nulo   Nulo   
15/08/1968  0       Nulo   Nulo   Nulo   
16/08/1968  0       Nulo   Nulo   Nulo   
17/08/1968  0       Nulo   Nulo   Nulo   
18/08/1968  0       Nulo   Nulo   Nulo   
19/08/1968  20      Nulo   Nulo   Nulo   
20/08/1968  14.5    Nulo   Nulo   Nulo   
21/08/1968  6.4     Nulo   Nulo   Nulo   
22/08/1968  16.4    Nulo   Nulo   Nulo   
23/08/1968  15.5    Nulo   Nulo   Nulo   
24/08/1968  0       Nulo   Nulo   Nulo   
25/08/1968  18.9    Nulo   Nulo   Nulo   
26/08/1968  2.2     Nulo   Nulo   Nulo   
27/08/1968  16      Nulo   Nulo   Nulo   
28/08/1968  22      Nulo   Nulo   Nulo   
29/08/1968  0       Nulo   Nulo   Nulo   
30/08/1968  0       Nulo   Nulo   Nulo   
31/08/1968  0       Nulo   Nulo   Nulo   
01/09/1968  9.8     Nulo   Nulo   Nulo   
02/09/1968  0       Nulo   Nulo   Nulo   
03/09/1968  0       Nulo   Nulo   Nulo   
04/09/1968  0       Nulo   Nulo   Nulo   
05/09/1968  6.5     Nulo   Nulo   Nulo   
06/09/1968  18.5    Nulo   Nulo   Nulo   
07/09/1968  9       Nulo   Nulo   Nulo   
08/09/1968  1.3     Nulo   Nulo   Nulo   
09/09/1968  15.4    Nulo   Nulo   Nulo   
10/09/1968  10.2    Nulo   Nulo   Nulo   
11/09/1968  0       Nulo   Nulo   Nulo   
12/09/1968  2.2     Nulo   Nulo   Nulo   
13/09/1968  0       Nulo   Nulo   Nulo   
14/09/1968  2.1     Nulo   Nulo   Nulo   
15/09/1968  0       Nulo   Nulo   Nulo   
16/09/1968  0       Nulo   Nulo   Nulo   
17/09/1968  0       Nulo   Nulo   Nulo   
18/09/1968  2.2     Nulo   Nulo   Nulo   
19/09/1968  2.7     Nulo   Nulo   Nulo   
20/09/1968  7.5     Nulo   Nulo   Nulo   
21/09/1968  27.5    Nulo   Nulo   Nulo   
22/09/1968  10.6    Nulo   Nulo   Nulo   
23/09/1968  7       Nulo   Nulo   Nulo   
24/09/1968  13      Nulo   Nulo   Nulo   
25/09/1968  17      Nulo   Nulo   Nulo   
26/09/1968  1.5     Nulo   Nulo   Nulo   
27/09/1968  101.6   Nulo   Nulo   Nulo   
28/09/1968  12      Nulo   Nulo   Nulo   
29/09/1968  3       Nulo   Nulo   Nulo   
30/09/1968  8.5     Nulo   Nulo   Nulo   
01/10/1968  6.1     Nulo   Nulo   Nulo   
02/10/1968  3       Nulo   Nulo   Nulo   
03/10/1968  0       Nulo   Nulo   Nulo   
04/10/1968  14.6    Nulo   Nulo   Nulo   
05/10/1968  0       Nulo   Nulo   Nulo   
06/10/1968  0       Nulo   Nulo   Nulo   
07/10/1968  0       Nulo   Nulo   Nulo   
08/10/1968  0       Nulo   Nulo   Nulo   
09/10/1968  8.7     Nulo   Nulo   Nulo   
10/10/1968  4.2     Nulo   Nulo   Nulo   
11/10/1968  11.1    Nulo   Nulo   Nulo   
12/10/1968  67      Nulo   Nulo   Nulo   
13/10/1968  63.5    Nulo   Nulo   Nulo   
14/10/1968  36      Nulo   Nulo   Nulo   
15/10/1968  8       Nulo   Nulo   Nulo   
16/10/1968  0       Nulo   Nulo   Nulo   
17/10/1968  0       Nulo   Nulo   Nulo   
18/10/1968  5       Nulo   Nulo   Nulo   
19/10/1968  4.5     Nulo   Nulo   Nulo   
20/10/1968  140.3   Nulo   Nulo   Nulo   
21/10/1968  82      Nulo   Nulo   Nulo   
22/10/1968  44      Nulo   Nulo   Nulo   
23/10/1968  1.5     Nulo   Nulo   Nulo   
24/10/1968  3.3     Nulo   Nulo   Nulo   
25/10/1968  7       Nulo   Nulo   Nulo   
26/10/1968  0       Nulo   Nulo   Nulo   
27/10/1968  0       Nulo   Nulo   Nulo   
28/10/1968  0       Nulo   Nulo   Nulo   
29/10/1968  0       Nulo   Nulo   Nulo   
30/10/1968  0       Nulo   Nulo   Nulo   
31/10/1968  0.5     Nulo   Nulo   Nulo   
01/11/1968  16.5    Nulo   Nulo   Nulo   
02/11/1968  0       Nulo   Nulo   Nulo   
03/11/1968  0       Nulo   Nulo   Nulo   
04/11/1968  1.7     Nulo   Nulo   Nulo   
05/11/1968  0       Nulo   Nulo   Nulo   
06/11/1968  0       Nulo   Nulo   Nulo   
07/11/1968  0       Nulo   Nulo   Nulo   
08/11/1968  0       Nulo   Nulo   Nulo   
09/11/1968  28.7    Nulo   Nulo   Nulo   
10/11/1968  20.2    Nulo   Nulo   Nulo   
11/11/1968  0.6     Nulo   Nulo   Nulo   
12/11/1968  0       Nulo   Nulo   Nulo   
13/11/1968  0       Nulo   Nulo   Nulo   
14/11/1968  0       Nulo   Nulo   Nulo   
15/11/1968  0       Nulo   Nulo   Nulo   
16/11/1968  0       Nulo   Nulo   Nulo   
17/11/1968  0       Nulo   Nulo   Nulo   
18/11/1968  11      Nulo   Nulo   Nulo   
19/11/1968  7.2     Nulo   Nulo   Nulo   
20/11/1968  0       Nulo   Nulo   Nulo   
21/11/1968  1.2     Nulo   Nulo   Nulo   
22/11/1968  0       Nulo   Nulo   Nulo   
23/11/1968  0       Nulo   Nulo   Nulo   
24/11/1968  0       Nulo   Nulo   Nulo   
25/11/1968  0       Nulo   Nulo   Nulo   
26/11/1968  0       Nulo   Nulo   Nulo   
27/11/1968  0       Nulo   Nulo   Nulo   
28/11/1968  1.3     Nulo   Nulo   Nulo   
29/11/1968  1.5     Nulo   Nulo   Nulo   
30/11/1968  0.4     Nulo   Nulo   Nulo   
01/12/1968  0       Nulo   Nulo   Nulo   
02/12/1968  0       Nulo   Nulo   Nulo   
03/12/1968  22.5    Nulo   Nulo   Nulo   
04/12/1968  7.3     Nulo   Nulo   Nulo   
05/12/1968  0       Nulo   Nulo   Nulo   
06/12/1968  0       Nulo   Nulo   Nulo   
07/12/1968  2       Nulo   Nulo   Nulo   
08/12/1968  38.7    Nulo   Nulo   Nulo   
09/12/1968  4       Nulo   Nulo   Nulo   
10/12/1968  0       Nulo   Nulo   Nulo   
11/12/1968  0       Nulo   Nulo   Nulo   
12/12/1968  0       Nulo   Nulo   Nulo   
13/12/1968  1.5     Nulo   Nulo   Nulo   
14/12/1968  42.5    Nulo   Nulo   Nulo   
15/12/1968  2.2     Nulo   Nulo   Nulo   
16/12/1968  0       Nulo   Nulo   Nulo   
17/12/1968  0       Nulo   Nulo   Nulo   
18/12/1968  0       Nulo   Nulo   Nulo   
19/12/1968  0       Nulo   Nulo   Nulo   
20/12/1968  0       Nulo   Nulo   Nulo   
21/12/1968  0       Nulo   Nulo   Nulo   
22/12/1968  0       Nulo   Nulo   Nulo   
23/12/1968  7.6     Nulo   Nulo   Nulo   
24/12/1968  5       Nulo   Nulo   Nulo   
25/12/1968  0       Nulo   Nulo   Nulo   
26/12/1968  0       Nulo   Nulo   Nulo   
27/12/1968  0       Nulo   Nulo   Nulo   
28/12/1968  0       Nulo   Nulo   Nulo   
29/12/1968  0       Nulo   Nulo   Nulo   
30/12/1968  11.8    Nulo   Nulo   Nulo   
31/12/1968  98.8    Nulo   Nulo   Nulo   
01/01/1969  8.5     Nulo   Nulo   Nulo   
02/01/1969  3.6     Nulo   Nulo   Nulo   
03/01/1969  1.1     Nulo   Nulo   Nulo   
04/01/1969  28      Nulo   Nulo   Nulo   
05/01/1969  21.7    Nulo   Nulo   Nulo   
06/01/1969  0       Nulo   Nulo   Nulo   
07/01/1969  0       Nulo   Nulo   Nulo   
08/01/1969  0       Nulo   Nulo   Nulo   
09/01/1969  0       Nulo   Nulo   Nulo   
10/01/1969  1.7     Nulo   Nulo   Nulo   
11/01/1969  4.9     Nulo   Nulo   Nulo   
12/01/1969  0       Nulo   Nulo   Nulo   
13/01/1969  0       Nulo   Nulo   Nulo   
14/01/1969  0       Nulo   Nulo   Nulo   
15/01/1969  0       Nulo   Nulo   Nulo   
16/01/1969  0       Nulo   Nulo   Nulo   
17/01/1969  0       Nulo   Nulo   Nulo   
18/01/1969  24.5    Nulo   Nulo   Nulo   
19/01/1969  0       Nulo   Nulo   Nulo   
20/01/1969  0       Nulo   Nulo   Nulo   
21/01/1969  0       Nulo   Nulo   Nulo   
22/01/1969  0       Nulo   Nulo   Nulo   
23/01/1969  0       Nulo   Nulo   Nulo   
24/01/1969  0       Nulo   Nulo   Nulo   
25/01/1969  3       Nulo   Nulo   Nulo   
26/01/1969  11.2    Nulo   Nulo   Nulo   
27/01/1969  0       Nulo   Nulo   Nulo   
28/01/1969  0       Nulo   Nulo   Nulo   
29/01/1969  0       Nulo   Nulo   Nulo   
30/01/1969  0       Nulo   Nulo   Nulo   
31/01/1969  0       Nulo   Nulo   Nulo   
01/02/1969  0       Nulo   Nulo   Nulo   
02/02/1969  0       Nulo   Nulo   Nulo   
03/02/1969  7.1     Nulo   Nulo   Nulo   
04/02/1969  23      Nulo   Nulo   Nulo   
05/02/1969  0       Nulo   Nulo   Nulo   
06/02/1969  0       Nulo   Nulo   Nulo   
07/02/1969  0       Nulo   Nulo   Nulo   
08/02/1969  0       Nulo   Nulo   Nulo   
09/02/1969  47      Nulo   Nulo   Nulo   
10/02/1969  2.2     Nulo   Nulo   Nulo   
11/02/1969  0       Nulo   Nulo   Nulo   
12/02/1969  0       Nulo   Nulo   Nulo   
13/02/1969  0       Nulo   Nulo   Nulo   
14/02/1969  0       Nulo   Nulo   Nulo   
15/02/1969  0       Nulo   Nulo   Nulo   
16/02/1969  0       Nulo   Nulo   Nulo   
17/02/1969  0       Nulo   Nulo   Nulo   
18/02/1969  10.1    Nulo   Nulo   Nulo   
19/02/1969  0       Nulo   Nulo   Nulo   
20/02/1969  0       Nulo   Nulo   Nulo   
21/02/1969  0       Nulo   Nulo   Nulo   
22/02/1969  0       Nulo   Nulo   Nulo   
23/02/1969  0       Nulo   Nulo   Nulo   
24/02/1969  6.8     Nulo   Nulo   Nulo   
25/02/1969  0       Nulo   Nulo   Nulo   
26/02/1969  0       Nulo   Nulo   Nulo   
27/02/1969  0       Nulo   Nulo   Nulo   
28/02/1969  0       Nulo   Nulo   Nulo   
01/03/1969  0       Nulo   Nulo   Nulo   
02/03/1969  0       Nulo   Nulo   Nulo   
03/03/1969  14      Nulo   Nulo   Nulo   
04/03/1969  0       Nulo   Nulo   Nulo   
05/03/1969  0       Nulo   Nulo   Nulo   
06/03/1969  0       Nulo   Nulo   Nulo   
07/03/1969  0       Nulo   Nulo   Nulo   
08/03/1969  0       Nulo   Nulo   Nulo   
09/03/1969  12.2    Nulo   Nulo   Nulo   
10/03/1969  3.5     Nulo   Nulo   Nulo   
11/03/1969  0       Nulo   Nulo   Nulo   
12/03/1969  2       Nulo   Nulo   Nulo   
13/03/1969  0       Nulo   Nulo   Nulo   
14/03/1969  0       Nulo   Nulo   Nulo   
15/03/1969  0       Nulo   Nulo   Nulo   
16/03/1969  1       Nulo   Nulo   Nulo   
17/03/1969  2.4     Nulo   Nulo   Nulo   
18/03/1969  6       Nulo   Nulo   Nulo   
19/03/1969  0       Nulo   Nulo   Nulo   
20/03/1969  0       Nulo   Nulo   Nulo   
21/03/1969  0       Nulo   Nulo   Nulo   
22/03/1969  0       Nulo   Nulo   Nulo   
23/03/1969  0       Nulo   Nulo   Nulo   
24/03/1969  0       Nulo   Nulo   Nulo   
25/03/1969  0       Nulo   Nulo   Nulo   
26/03/1969  1.2     Nulo   Nulo   Nulo   
27/03/1969  6       Nulo   Nulo   Nulo   
28/03/1969  0       Nulo   Nulo   Nulo   
29/03/1969  4.7     Nulo   Nulo   Nulo   
30/03/1969  61      Nulo   Nulo   Nulo   
31/03/1969  12.7    Nulo   Nulo   Nulo   
01/04/1969  9.4     Nulo   Nulo   Nulo   
02/04/1969  0       Nulo   Nulo   Nulo   
03/04/1969  0       Nulo   Nulo   Nulo   
04/04/1969  0       Nulo   Nulo   Nulo   
05/04/1969  0       Nulo   Nulo   Nulo   
06/04/1969  0       Nulo   Nulo   Nulo   
07/04/1969  0       Nulo   Nulo   Nulo   
08/04/1969  0       Nulo   Nulo   Nulo   
09/04/1969  0       Nulo   Nulo   Nulo   
10/04/1969  0       Nulo   Nulo   Nulo   
11/04/1969  0       Nulo   Nulo   Nulo   
12/04/1969  0       Nulo   Nulo   Nulo   
13/04/1969  0       Nulo   Nulo   Nulo   
14/04/1969  0       Nulo   Nulo   Nulo   
15/04/1969  0       Nulo   Nulo   Nulo   
16/04/1969  0       Nulo   Nulo   Nulo   
17/04/1969  0       Nulo   Nulo   Nulo   
18/04/1969  0       Nulo   Nulo   Nulo   
19/04/1969  0       Nulo   Nulo   Nulo   
20/04/1969  4       Nulo   Nulo   Nulo   
21/04/1969  0       Nulo   Nulo   Nulo   
22/04/1969  0       Nulo   Nulo   Nulo   
23/04/1969  0       Nulo   Nulo   Nulo   
24/04/1969  0       Nulo   Nulo   Nulo   
25/04/1969  0       Nulo   Nulo   Nulo   
26/04/1969  0       Nulo   Nulo   Nulo   
27/04/1969  0       Nulo   Nulo   Nulo   
28/04/1969  0       Nulo   Nulo   Nulo   
29/04/1969  0       Nulo   Nulo   Nulo   
30/04/1969  0       Nulo   Nulo   Nulo   
01/05/1969  0       Nulo   Nulo   Nulo   
02/05/1969  0       Nulo   Nulo   Nulo   
03/05/1969  0       Nulo   Nulo   Nulo   
04/05/1969  0       Nulo   Nulo   Nulo   
05/05/1969  0       Nulo   Nulo   Nulo   
06/05/1969  0       Nulo   Nulo   Nulo   
07/05/1969  0       Nulo   Nulo   Nulo   
08/05/1969  0       Nulo   Nulo   Nulo   
09/05/1969  15.4    Nulo   Nulo   Nulo   
10/05/1969  5.6     Nulo   Nulo   Nulo   
11/05/1969  0       Nulo   Nulo   Nulo   
12/05/1969  0       Nulo   Nulo   Nulo   
13/05/1969  0       Nulo   Nulo   Nulo   
14/05/1969  0       Nulo   Nulo   Nulo   
15/05/1969  0       Nulo   Nulo   Nulo   
16/05/1969  0       Nulo   Nulo   Nulo   
17/05/1969  55.7    Nulo   Nulo   Nulo   
18/05/1969  0       Nulo   Nulo   Nulo   
19/05/1969  0       Nulo   Nulo   Nulo   
20/05/1969  0       Nulo   Nulo   Nulo   
21/05/1969  12.5    Nulo   Nulo   Nulo   
22/05/1969  31      Nulo   Nulo   Nulo   
23/05/1969  0       Nulo   Nulo   Nulo   
24/05/1969  0       Nulo   Nulo   Nulo   
25/05/1969  0       Nulo   Nulo   Nulo   
26/05/1969  1.7     Nulo   Nulo   Nulo   
27/05/1969  0.3     Nulo   Nulo   Nulo   
28/05/1969  0       Nulo   Nulo   Nulo   
29/05/1969  0       Nulo   Nulo   Nulo   
30/05/1969  0       Nulo   Nulo   Nulo   
31/05/1969  0       Nulo   Nulo   Nulo   
01/06/1969  0       Nulo   Nulo   Nulo   
02/06/1969  26.5    Nulo   Nulo   Nulo   
03/06/1969  0       Nulo   Nulo   Nulo   
04/06/1969  0       Nulo   Nulo   Nulo   
05/06/1969  0       Nulo   Nulo   Nulo   
06/06/1969  0       Nulo   Nulo   Nulo   
07/06/1969  0       Nulo   Nulo   Nulo   
08/06/1969  0       Nulo   Nulo   Nulo   
09/06/1969  0       Nulo   Nulo   Nulo   
10/06/1969  0       Nulo   Nulo   Nulo   
11/06/1969  0       Nulo   Nulo   Nulo   
12/06/1969  3.8     Nulo   Nulo   Nulo   
13/06/1969  0       Nulo   Nulo   Nulo   
14/06/1969  4.5     Nulo   Nulo   Nulo   
15/06/1969  23.9    Nulo   Nulo   Nulo   
16/06/1969  4.9     Nulo   Nulo   Nulo   
17/06/1969  0       Nulo   Nulo   Nulo   
18/06/1969  24.7    Nulo   Nulo   Nulo   
19/06/1969  5.8     Nulo   Nulo   Nulo   
20/06/1969  0       Nulo   Nulo   Nulo   
21/06/1969  0       Nulo   Nulo   Nulo   
22/06/1969  12.2    Nulo   Nulo   Nulo   
23/06/1969  0       Nulo   Nulo   Nulo   
24/06/1969  0       Nulo   Nulo   Nulo   
25/06/1969  0       Nulo   Nulo   Nulo   
26/06/1969  0       Nulo   Nulo   Nulo   
27/06/1969  0       Nulo   Nulo   Nulo   
28/06/1969  42.5    Nulo   Nulo   Nulo   
29/06/1969  0       Nulo   Nulo   Nulo   
30/06/1969  17.5    Nulo   Nulo   Nulo   
01/07/1969  32.2    Nulo   Nulo   Nulo   
02/07/1969  0       Nulo   Nulo   Nulo   
03/07/1969  20.9    Nulo   Nulo   Nulo   
04/07/1969  0       Nulo   Nulo   Nulo   
05/07/1969  20.5    Nulo   Nulo   Nulo   
06/07/1969  0       Nulo   Nulo   Nulo   
07/07/1969  14.9    Nulo   Nulo   Nulo   
08/07/1969  3.2     Nulo   Nulo   Nulo   
09/07/1969  7.4     Nulo   Nulo   Nulo   
10/07/1969  7.4     Nulo   Nulo   Nulo   
11/07/1969  7.4     Nulo   Nulo   Nulo   
12/07/1969  11.6    Nulo   Nulo   Nulo   
13/07/1969  47      Nulo   Nulo   Nulo   
14/07/1969  0       Nulo   Nulo   Nulo   
15/07/1969  0       Nulo   Nulo   Nulo   
16/07/1969  0       Nulo   Nulo   Nulo   
17/07/1969  0       Nulo   Nulo   Nulo   
18/07/1969  0       Nulo   Nulo   Nulo   
19/07/1969  17.7    Nulo   Nulo   Nulo   
20/07/1969  4       Nulo   Nulo   Nulo   
21/07/1969  6.7     Nulo   Nulo   Nulo   
22/07/1969  14.4    Nulo   Nulo   Nulo   
23/07/1969  0       Nulo   Nulo   Nulo   
24/07/1969  0       Nulo   Nulo   Nulo   
25/07/1969  0       Nulo   Nulo   Nulo   
26/07/1969  0       Nulo   Nulo   Nulo   
27/07/1969  0       Nulo   Nulo   Nulo   
28/07/1969  0       Nulo   Nulo   Nulo   
29/07/1969  0       Nulo   Nulo   Nulo   
30/07/1969  1.6     Nulo   Nulo   Nulo   
31/07/1969  21.7    Nulo   Nulo   Nulo   
01/08/1969  26.3    Nulo   Nulo   Nulo   
02/08/1969  38      Nulo   Nulo   Nulo   
03/08/1969  10.7    Nulo   Nulo   Nulo   
04/08/1969  24.9    Nulo   Nulo   Nulo   
05/08/1969  0       Nulo   Nulo   Nulo   
06/08/1969  31.5    Nulo   Nulo   Nulo   
07/08/1969  6.4     Nulo   Nulo   Nulo   
08/08/1969  0       Nulo   Nulo   Nulo   
09/08/1969  7       Nulo   Nulo   Nulo   
10/08/1969  17.8    Nulo   Nulo   Nulo   
11/08/1969  17.7    Nulo   Nulo   Nulo   
12/08/1969  13      Nulo   Nulo   Nulo   
13/08/1969  0       Nulo   Nulo   Nulo   
14/08/1969  0       Nulo   Nulo   Nulo   
15/08/1969  0       Nulo   Nulo   Nulo   
16/08/1969  0       Nulo   Nulo   Nulo   
17/08/1969  2.2     Nulo   Nulo   Nulo   
18/08/1969  28.5    Nulo   Nulo   Nulo   
19/08/1969  35.8    Nulo   Nulo   Nulo   
20/08/1969  19.9    Nulo   Nulo   Nulo   
21/08/1969  0       Nulo   Nulo   Nulo   
22/08/1969  11.5    Nulo   Nulo   Nulo   
23/08/1969  27.3    Nulo   Nulo   Nulo   
24/08/1969  26.1    Nulo   Nulo   Nulo   
25/08/1969  0       Nulo   Nulo   Nulo   
26/08/1969  3       Nulo   Nulo   Nulo   
27/08/1969  45.2    Nulo   Nulo   Nulo   
28/08/1969  13.5    Nulo   Nulo   Nulo   
29/08/1969  33      Nulo   Nulo   Nulo   
30/08/1969  4.1     Nulo   Nulo   Nulo   
31/08/1969  39.8    Nulo   Nulo   Nulo   
01/09/1969  0       Nulo   Nulo   Nulo   
02/09/1969  47.4    Nulo   Nulo   Nulo   
03/09/1969  40      Nulo   Nulo   Nulo   
04/09/1969  67      Nulo   Nulo   Nulo   
05/09/1969  92.2    Nulo   Nulo   Nulo   
06/09/1969  2       Nulo   Nulo   Nulo   
07/09/1969  0       Nulo   Nulo   Nulo   
08/09/1969  36      Nulo   Nulo   Nulo   
09/09/1969  10.4    Nulo   Nulo   Nulo   
10/09/1969  56.7    Nulo   Nulo   Nulo   
11/09/1969  13      Nulo   Nulo   Nulo   
12/09/1969  16.6    Nulo   Nulo   Nulo   
13/09/1969  4       Nulo   Nulo   Nulo   
14/09/1969  0       Nulo   Nulo   Nulo   
15/09/1969  0       Nulo   Nulo   Nulo   
16/09/1969  0       Nulo   Nulo   Nulo   
17/09/1969  0       Nulo   Nulo   Nulo   
18/09/1969  3.5     Nulo   Nulo   Nulo   
19/09/1969  18      Nulo   Nulo   Nulo   
20/09/1969  5       Nulo   Nulo   Nulo   
21/09/1969  10.6    Nulo   Nulo   Nulo   
22/09/1969  4.5     Nulo   Nulo   Nulo   
23/09/1969  48      Nulo   Nulo   Nulo   
24/09/1969  110.3   Nulo   Nulo   Nulo   
25/09/1969  45.5    Nulo   Nulo   Nulo   
26/09/1969  96.9    Nulo   Nulo   Nulo   
27/09/1969  13.5    Nulo   Nulo   Nulo   
28/09/1969  17.3    Nulo   Nulo   Nulo   
29/09/1969  41.9    Nulo   Nulo   Nulo   
30/09/1969  42      Nulo   Nulo   Nulo   
01/10/1969  0       Nulo   Nulo   Nulo   
02/10/1969  0       Nulo   Nulo   Nulo   
03/10/1969  0       Nulo   Nulo   Nulo   
04/10/1969  9.4     Nulo   Nulo   Nulo   
05/10/1969  12.5    Nulo   Nulo   Nulo   
06/10/1969  24.5    Nulo   Nulo   Nulo   
07/10/1969  17.9    Nulo   Nulo   Nulo   
08/10/1969  36      Nulo   Nulo   Nulo   
09/10/1969  0       Nulo   Nulo   Nulo   
10/10/1969  0       Nulo   Nulo   Nulo   
11/10/1969  0       Nulo   Nulo   Nulo   
12/10/1969  0       Nulo   Nulo   Nulo   
13/10/1969  24.4    Nulo   Nulo   Nulo   
14/10/1969  109.4   Nulo   Nulo   Nulo   
15/10/1969  5.7     Nulo   Nulo   Nulo   
16/10/1969  2.5     Nulo   Nulo   Nulo   
17/10/1969  9.3     Nulo   Nulo   Nulo   
18/10/1969  60.8    Nulo   Nulo   Nulo   
19/10/1969  0       Nulo   Nulo   Nulo   
20/10/1969  0       Nulo   Nulo   Nulo   
21/10/1969  24.3    Nulo   Nulo   Nulo   
22/10/1969  22      Nulo   Nulo   Nulo   
23/10/1969  15.6    Nulo   Nulo   Nulo   
24/10/1969  0       Nulo   Nulo   Nulo   
25/10/1969  8.4     Nulo   Nulo   Nulo   
26/10/1969  35.5    Nulo   Nulo   Nulo   
27/10/1969  55.3    Nulo   Nulo   Nulo   
28/10/1969  20      Nulo   Nulo   Nulo   
29/10/1969  4       Nulo   Nulo   Nulo   
30/10/1969  2       Nulo   Nulo   Nulo   
31/10/1969  41.5    Nulo   Nulo   Nulo   
01/11/1969  17      Nulo   Nulo   Nulo   
02/11/1969  0       Nulo   Nulo   Nulo   
03/11/1969  17.5    Nulo   Nulo   Nulo   
